lakeid,lakename,year4,daynum,sampledate,standard_taxon_code,group_code,taxon_name,number_per_net,mean_length,mean_individ_biomass,net_efficiency_measured,net_efficiency_mean,abundance_raw,abundance,biomass
R,Peter Lake,2001,149,5/29/01,NAUP,OCOP,Nauplii,9207.513487,0.186035815,0.908380991,0.126514541,0.143749886,130259.6698,906154.9446,0.823133927
R,Peter Lake,2001,156,6/5/01,BOSM,CLAD,Bosmina longirostris,3334.084585,0.340081615,1.016672697,0.092060999,0.173873146,47167.64821,271276.2108,0.275799117
R,Peter Lake,2001,156,6/5/01,CALA,OCOP,Calanoid,12.37137137,0.7721105,1.931629048,NA,0.168478539,175.0191028,1038.821345,0.002006617
R,Peter Lake,2001,156,6/5/01,CYCLO,OCOP,Cyclopoid,2560.873874,0.515727379,1.595788765,NA,0.247252533,36228.95428,146526.12,0.233824736
R,Peter Lake,2001,156,6/5/01,DAPH,CLAD,Daphnia,2913.457958,0.738738593,3.427909187,NA,0.177230056,41216.99871,232562.1262,0.797201849
R,Peter Lake,2001,156,6/5/01,MESOC,CCOP,Mesocyclops edax,197.9419419,1.0811265,8.897192773,NA,0.231808059,2800.305645,12080.27735,0.107480556
R,Peter Lake,2001,156,6/5/01,NAUP,OCOP,Nauplii,10070.2963,0.194835346,0.925372177,0.126514541,0.143749886,142465.5497,991065.481,0.917104422
L,Paul Lake,2001,162,6/11/01,CALA,OCOP,Calanoid,1299.046625,0.759966765,1.929144923,NA,0.119340016,18377.75037,153994.8707,0.297078423
L,Paul Lake,2001,162,6/11/01,CYCLO,OCOP,Cyclopoid,897.7487822,0.5654064,2.21904556,NA,0.221882998,12700.54723,57239.83972,0.127017812
L,Paul Lake,2001,162,6/11/01,DAPH,CLAD,Daphnia,136.5240084,1.365377818,19.55525294,NA,0.143798337,1931.419625,13431.44623,0.262655328
L,Paul Lake,2001,162,6/11/01,HOLOP,CLAD,Holopedium gibberum,608.1524008,0.2760876,11.81889388,0.182619161,0.181128487,8603.596511,47499.96335,0.561397026
L,Paul Lake,2001,162,6/11/01,MESOC,CCOP,Mesocyclops edax,41.37091162,1.456858889,24.53869054,NA,0.169252581,585.2786742,3458.01919,0.084855263
L,Paul Lake,2001,162,6/11/01,NAUP,OCOP,Nauplii,2920.78636,0.192312933,0.921554102,0.143877833,0.184969965,41320.6744,223391.2643,0.205867136
R,Peter Lake,2001,163,6/12/01,BOSM,CLAD,Bosmina longirostris,911.5851815,0.34158688,1.027485242,0.092060999,0.173873146,12896.29224,74170.6959,0.076209295
R,Peter Lake,2001,163,6/12/01,CALA,OCOP,Calanoid,6.286794355,0.825186,2.243855731,NA,0.168478539,88.93994647,527.9007451,0.001184533
R,Peter Lake,2001,163,6/12/01,CYCLO,OCOP,Cyclopoid,2099.789315,0.501103269,1.470347879,NA,0.247252533,29705.94212,120144.1368,0.176653677
R,Peter Lake,2001,163,6/12/01,DAPH,CLAD,Daphnia,1420.815524,0.783699231,3.947351004,NA,0.177230056,20100.4279,113414.3289,0.447686165
R,Peter Lake,2001,163,6/12/01,MESOC,CCOP,Mesocyclops edax,182.3170363,1.1406073,9.492813758,NA,0.231808059,2579.258448,11126.69878,0.105623679
R,Peter Lake,2001,163,6/12/01,NAUP,OCOP,Nauplii,4777.96371,0.197892154,0.935932244,0.126514541,0.143749886,67594.35932,470222.0037,0.440095935
L,Paul Lake,2001,169,6/18/01,CALA,OCOP,Calanoid,795.0329041,0.7834306,2.073319179,NA,0.119340016,11247.41481,94246.80142,0.195403701
L,Paul Lake,2001,169,6/18/01,CYCLO,OCOP,Cyclopoid,422.8898426,0.477741,1.279695002,NA,0.221882998,5982.667452,26963.16307,0.034504625
L,Paul Lake,2001,169,6/18/01,DAPH,CLAD,Daphnia,164.9270386,0.873979111,5.795496683,NA,0.143798337,2333.240306,16225.78093,0.09403646
L,Paul Lake,2001,169,6/18/01,HOLOP,CLAD,Holopedium gibberum,456.72103,0.278543067,11.95381045,0.182619161,0.181128487,6461.280848,35672.36133,0.426420646
L,Paul Lake,2001,169,6/18/01,MESOC,CCOP,Mesocyclops edax,67.66237482,1.348478,19.91762187,NA,0.169252581,957.2267924,5655.611187,0.112646325
L,Paul Lake,2001,169,6/18/01,NAUP,OCOP,Nauplii,579.3590844,0.174987786,0.882039647,0.143877833,0.184969965,8196.25441,44311.27181,0.039084299
R,Peter Lake,2001,170,6/19/01,BOSM,CLAD,Bosmina longirostris,716.951952,0.346896667,1.083135354,0.092060999,0.173873146,10142.7953,58334.45551,0.063184111
R,Peter Lake,2001,170,6/19/01,CALA,OCOP,Calanoid,11.03003003,1.06065,3.961604333,NA,0.168478539,156.0430046,926.1892059,0.003669195
R,Peter Lake,2001,170,6/19/01,CYCLO,OCOP,Cyclopoid,2294.246246,0.533911103,1.845572489,NA,0.247252533,32456.94496,131270.4246,0.242269084
R,Peter Lake,2001,170,6/19/01,DAPH,CLAD,Daphnia,2922.957958,0.849125704,4.769059489,NA,0.177230056,41351.39622,233320.4485,1.112719099
R,Peter Lake,2001,170,6/19/01,MESOC,CCOP,Mesocyclops edax,297.8108108,1.3230496,16.88673767,NA,0.231808059,4213.161124,18175.21419,0.306920074
R,Peter Lake,2001,170,6/19/01,NAUP,OCOP,Nauplii,6226.451952,0.17429868,0.881592323,0.126514541,0.143749886,88086.2761,612774.5815,0.540217367
L,Paul Lake,2001,176,6/25/01,CALA,OCOP,Calanoid,579.9207921,0.744033474,1.853110855,NA,0.119340016,8204.200948,68746.43734,0.127394769
L,Paul Lake,2001,176,6/25/01,CYCLO,OCOP,Cyclopoid,362.450495,0.471573733,1.30932336,NA,0.221882998,5127.625592,23109.59219,0.030257929
L,Paul Lake,2001,176,6/25/01,DAPH,CLAD,Daphnia,32.21782178,1.0033435,9.971057522,NA,0.143798337,455.7889415,3169.639876,0.031604662
L,Paul Lake,2001,176,6/25/01,HOLOP,CLAD,Holopedium gibberum,430.9133663,0.311582267,17.90376556,0.182619161,0.181128487,6096.177093,33656.64442,0.602580671
L,Paul Lake,2001,176,6/25/01,MESOC,CCOP,Mesocyclops edax,4.027227723,1.4965,26.04474613,NA,0.169252581,56.97361769,336.6188997,0.008767154
L,Paul Lake,2001,176,6/25/01,NAUP,OCOP,Nauplii,1030.970297,0.1796156,0.888479842,0.143877833,0.184969965,14585.24613,78851.96986,0.070058386
R,Peter Lake,2001,177,6/26/01,BOSM,CLAD,Bosmina longirostris,238.7575301,0.3418318,1.02419883,0.092060999,0.173873146,3377.728099,19426.39319,0.019896489
R,Peter Lake,2001,177,6/26/01,CYCLO,OCOP,Cyclopoid,2552.868976,0.520781184,1.72937219,NA,0.247252533,36115.70814,146068.1019,0.252606113
R,Peter Lake,2001,177,6/26/01,DAPH,CLAD,Daphnia,2295.745482,0.9729605,7.422374538,NA,0.177230056,32478.1548,183254.2148,1.360181418
R,Peter Lake,2001,177,6/26/01,MESOC,CCOP,Mesocyclops edax,287.7334337,1.301242778,15.5028769,NA,0.231808059,4070.595402,17560.19794,0.272233587
R,Peter Lake,2001,177,6/26/01,NAUP,OCOP,Nauplii,7266.799699,0.213685607,0.968429982,0.126514541,0.143749886,102804.186,715160.1231,0.692582505
L,Paul Lake,2001,183,7/2/01,CALA,OCOP,Calanoid,991.926376,0.6882812,1.604053104,NA,0.119340016,14032.88764,117587.4454,0.188616507
L,Paul Lake,2001,183,7/2/01,CYCLO,OCOP,Cyclopoid,401.0832738,0.470568667,1.297173796,NA,0.221882998,5674.16761,25572.79137,0.033172355
L,Paul Lake,2001,183,7/2/01,DAPH,CLAD,Daphnia,263.0761258,0.7085135,2.982373277,NA,0.143798337,3721.765852,25881.84218,0.077189314
L,Paul Lake,2001,183,7/2/01,HOLOP,CLAD,Holopedium gibberum,681.4102931,0.24390025,9.564364823,0.182619161,0.181128487,9639.983681,53221.79753,0.509032688
L,Paul Lake,2001,183,7/2/01,MESOC,CCOP,Mesocyclops edax,142.3198713,1.367594909,20.90642229,NA,0.169252581,2013.414313,11895.91495,0.248701022
L,Paul Lake,2001,183,7/2/01,NAUP,OCOP,Nauplii,2484.128663,0.15631896,0.834527987,0.143877833,0.184969965,35143.23165,189994.2598,0.158555527
R,Peter Lake,2001,184,7/3/01,BOSM,CLAD,Bosmina longirostris,54.89010989,0.371595556,1.315005012,0.092060999,0.173873146,776.5362059,4466.107756,0.005872954
R,Peter Lake,2001,184,7/3/01,CYCLO,OCOP,Cyclopoid,2213.901099,0.56816356,2.022936865,NA,0.247252533,31320.29364,126673.2975,0.256252083
R,Peter Lake,2001,184,7/3/01,DAPH,CLAD,Daphnia,1988.241758,1.110707423,10.56818439,NA,0.177230056,28127.86701,158708.2214,1.677257748
R,Peter Lake,2001,184,7/3/01,MESOC,CCOP,Mesocyclops edax,140.2747253,1.320837273,16.37502342,NA,0.231808059,1984.481415,8560.881889,0.140184641
R,Peter Lake,2001,184,7/3/01,NAUP,OCOP,Nauplii,2701.813187,0.20941512,0.960003419,0.126514541,0.143749886,38222.83769,265898.2126,0.255263193
L,Paul Lake,2001,190,7/9/01,CALA,OCOP,Calanoid,587.7690141,0.674124533,1.533696217,NA,0.119340016,8315.230577,69676.80113,0.106863046
L,Paul Lake,2001,190,7/9/01,CYCLO,OCOP,Cyclopoid,235.8809859,0.40468675,0.837376953,NA,0.221882998,3337.033324,15039.60807,0.012593821
L,Paul Lake,2001,190,7/9/01,DAPH,CLAD,Daphnia,42.53591549,0.733770167,3.241154165,NA,0.143798337,601.7601075,4184.750131,0.01356342
L,Paul Lake,2001,190,7/9/01,HOLOP,CLAD,Holopedium gibberum,390.5570423,0.277572,15.28613569,0.182619161,0.181128487,5525.251896,30504.59912,0.466297441
L,Paul Lake,2001,190,7/9/01,MESOC,CCOP,Mesocyclops edax,185.6112676,0.897205,4.243400135,NA,0.169252581,2625.862287,15514.45932,0.065834059
L,Paul Lake,2001,190,7/9/01,NAUP,OCOP,Nauplii,3232.729577,0.148791071,0.818751523,0.143877833,0.184969965,45733.76817,247249.6986,0.202436067
R,Peter Lake,2001,191,7/10/01,BOSM,CLAD,Bosmina longirostris,30.40160643,0.3630894,1.261231109,0.092060999,0.173873146,430.0947503,2473.612287,0.003119797
R,Peter Lake,2001,191,7/10/01,CYCLO,OCOP,Cyclopoid,2638.859438,0.548849588,1.85172033,NA,0.247252533,37332.22432,150988.2383,0.27958799
R,Peter Lake,2001,191,7/10/01,DAPH,CLAD,Daphnia,1635.606426,1.025501931,8.464598913,NA,0.177230056,23139.09756,130559.6695,1.105135236
R,Peter Lake,2001,191,7/10/01,MESOC,CCOP,Mesocyclops edax,158.0883534,1.344423077,17.40503872,NA,0.231808059,2236.492701,9648.036872,0.167924455
R,Peter Lake,2001,191,7/10/01,NAUP,OCOP,Nauplii,5636.457831,0.19341456,0.925536058,0.126514541,0.143749886,79739.5667,554710.47,0.513404542
L,Paul Lake,2001,197,7/16/01,CALA,OCOP,Calanoid,354.6534653,0.688599692,1.546854261,NA,0.119340016,5017.320186,42042.22812,0.0650332
L,Paul Lake,2001,197,7/16/01,CYCLO,OCOP,Cyclopoid,208.3589109,0.431289875,0.944122505,NA,0.221882998,2947.675609,13284.81965,0.012542497
L,Paul Lake,2001,197,7/16/01,DAPH,CLAD,Daphnia,93.09653465,0.912480333,8.743308525,NA,0.143798337,1317.046549,9158.983205,0.080079816
L,Paul Lake,2001,197,7/16/01,HOLOP,CLAD,Holopedium gibberum,239.3910891,0.244211455,9.144165927,0.182619161,0.181128487,3386.691126,18697.72765,0.170975124
L,Paul Lake,2001,197,7/16/01,MESOC,CCOP,Mesocyclops edax,97.52970297,0.94886925,14.80959999,NA,0.169252581,1379.763051,8152.094582,0.12072926
L,Paul Lake,2001,197,7/16/01,NAUP,OCOP,Nauplii,4468.633663,0.1687092,0.869180001,0.143877833,0.184969965,63218.23435,341775.6728,0.29706458
R,Peter Lake,2001,198,7/17/01,BOSM,CLAD,Bosmina longirostris,6.059177533,0.438825,1.874324089,0.092060999,0.173873146,85.71982715,493.0021059,0.000924046
R,Peter Lake,2001,198,7/17/01,CALA,OCOP,Calanoid,6.059177533,1.0798,4.124209782,NA,0.168478539,85.71982715,508.7878104,0.002098348
R,Peter Lake,2001,198,7/17/01,CYCLO,OCOP,Cyclopoid,2738.748245,0.537520745,1.877900584,NA,0.247252533,38745.36187,156703.5996,0.294273781
R,Peter Lake,2001,198,7/17/01,DAPH,CLAD,Daphnia,1254.249749,0.95812892,7.912605843,NA,0.177230056,17744.00422,100118.4821,0.792198087
R,Peter Lake,2001,198,7/17/01,MESOC,CCOP,Mesocyclops edax,151.4794383,1.301979375,15.16823664,NA,0.231808059,2142.995679,9244.698769,0.140225779
R,Peter Lake,2001,198,7/17/01,NAUP,OCOP,Nauplii,5229.070211,0.219145148,0.981420811,0.126514541,0.143749886,73976.21083,514617.5277,0.505056351
L,Paul Lake,2001,204,7/23/01,CALA,OCOP,Calanoid,456.2307692,0.7362594,1.811392654,NA,0.119340016,6454.345077,54083.6618,0.097966748
L,Paul Lake,2001,204,7/23/01,CYCLO,OCOP,Cyclopoid,147.966736,0.406929467,0.842510941,NA,0.221882998,2093.301106,9434.256464,0.007948464
L,Paul Lake,2001,204,7/23/01,DAPH,CLAD,Daphnia,152.0769231,1.082326733,12.83709526,NA,0.143798337,2151.448359,14961.56639,0.192063053
L,Paul Lake,2001,204,7/23/01,HOLOP,CLAD,Holopedium gibberum,628.8586279,0.304167933,15.30387741,0.182619161,0.181128487,8896.5297,49117.2307,0.751684077
L,Paul Lake,2001,204,7/23/01,MESOC,CCOP,Mesocyclops edax,86.31392931,0.7525444,8.548762896,NA,0.169252581,1221.092312,7214.615589,0.061676038
L,Paul Lake,2001,204,7/23/01,NAUP,OCOP,Nauplii,2679.841996,0.16794245,0.863686406,0.143877833,0.184969965,37912.00892,204963.0536,0.177023803
R,Peter Lake,2001,205,7/24/01,BOSM,CLAD,Bosmina longirostris,28.83299799,0.266140333,0.557488004,0.092060999,0.173873146,407.9034803,2345.983205,0.001307857
R,Peter Lake,2001,205,7/24/01,CYCLO,OCOP,Cyclopoid,2462.338028,0.491340269,1.418524626,NA,0.247252533,34834.95722,140888.1715,0.199853341
R,Peter Lake,2001,205,7/24/01,DAPH,CLAD,Daphnia,1626.181087,1.02609824,9.853883211,NA,0.177230056,23005.75629,129807.3068,1.279106041
R,Peter Lake,2001,205,7/24/01,MESOC,CCOP,Mesocyclops edax,155.6981891,1.36463625,18.78665924,NA,0.231808059,2202.678794,9502.166587,0.178513966
R,Peter Lake,2001,205,7/24/01,NAUP,OCOP,Nauplii,2093.275654,0.17395704,0.879169887,0.126514541,0.143749886,29613.79267,206009.1562,0.181117047
L,Paul Lake,2001,211,7/30/01,CALA,OCOP,Calanoid,488.5070423,0.718767067,1.740901541,NA,0.119340016,6910.960934,57909.8374,0.100815325
L,Paul Lake,2001,211,7/30/01,CYCLO,OCOP,Cyclopoid,598,0.398118067,0.841207356,NA,0.221882998,8459.969419,38128.06526,0.032073609
L,Paul Lake,2001,211,7/30/01,DAPH,CLAD,Daphnia,42.11267606,0.796951,4.010177414,NA,0.143798337,595.7724943,4143.111171,0.016614611
L,Paul Lake,2001,211,7/30/01,HOLOP,CLAD,Holopedium gibberum,408.4929577,0.266052867,13.64489045,0.182619161,0.181128487,5778.993195,31905.49029,0.43534692
L,Paul Lake,2001,211,7/30/01,MESOC,CCOP,Mesocyclops edax,189.5070423,1.0062296,8.705621042,NA,0.169252581,2680.976224,15840.09061,0.137897826
L,Paul Lake,2001,211,7/30/01,NAUP,OCOP,Nauplii,5087.211268,0.170931875,0.872778008,0.143877833,0.184969965,71969.31731,389086.5049,0.339586145
R,Peter Lake,2001,212,7/31/01,BOSM,CLAD,Bosmina longirostris,36.2151277,0.3900488,1.42966258,0.092060999,0.173873146,512.3392523,2946.626688,0.004212682
R,Peter Lake,2001,212,7/31/01,CYCLO,OCOP,Cyclopoid,3452.508841,0.620896148,2.854445774,NA,0.247252533,48843.00872,197543.0067,0.563875801
R,Peter Lake,2001,212,7/31/01,DAPH,CLAD,Daphnia,808.8045187,0.87929012,5.597853269,NA,0.177230056,11442.2433,64561.52834,0.361405963
R,Peter Lake,2001,212,7/31/01,NAUP,OCOP,Nauplii,2498.843811,0.19838312,0.934300635,0.126514541,0.143749886,35351.40841,245923.0365,0.229766049
L,Paul Lake,2001,218,8/6/01,CALA,OCOP,Calanoid,426.6491733,0.745373125,1.84497707,NA,0.119340016,6035.851101,50576.92543,0.093313268
L,Paul Lake,2001,218,8/6/01,CYCLO,OCOP,Cyclopoid,776.1383896,0.478785882,1.404549935,NA,0.221882998,10980.11211,49486.04544,0.069505622
L,Paul Lake,2001,218,8/6/01,DAPH,CLAD,Daphnia,231.4798706,1.222367889,15.60579142,NA,0.143798337,3274.770278,22773.353,0.355396197
L,Paul Lake,2001,218,8/6/01,HOLOP,CLAD,Holopedium gibberum,263.2516175,0.251595385,11.47890595,0.182619161,0.181128487,3724.248552,20561.36285,0.23602195
L,Paul Lake,2001,218,8/6/01,MESOC,CCOP,Mesocyclops edax,145.2422717,1.063320222,8.940217594,NA,0.169252581,2054.757822,12140.18602,0.108535905
L,Paul Lake,2001,218,8/6/01,NAUP,OCOP,Nauplii,5428.429907,0.186584063,0.9095177,0.143877833,0.184969965,76796.57359,415184.019,0.377617214
R,Peter Lake,2001,219,8/7/01,BOSM,CLAD,Bosmina longirostris,29.95566502,0.2656404,0.585065619,0.092060999,0.173873146,423.78597,2437.328476,0.001425997
R,Peter Lake,2001,219,8/7/01,CYCLO,OCOP,Cyclopoid,2905.699507,0.64213188,2.931284356,NA,0.247252533,41107.23909,166256.089,0.487343873
R,Peter Lake,2001,219,8/7/01,DAPH,CLAD,Daphnia,587.1310345,0.92269944,6.557737432,NA,0.177230056,8306.205012,46866.79667,0.307340147
R,Peter Lake,2001,219,8/7/01,NAUP,OCOP,Nauplii,2486.320197,0.161384889,0.843743812,0.126514541,0.143749886,35174.23551,244690.5284,0.206456119
L,Paul Lake,2001,225,8/13/01,CALA,OCOP,Calanoid,359.2012023,0.706238067,1.634000297,NA,0.119340016,5081.657503,42581.33745,0.069577918
L,Paul Lake,2001,225,8/13/01,CYCLO,OCOP,Cyclopoid,585.3649222,0.468857867,1.258488301,NA,0.221882998,8281.219634,37322.46146,0.046969881
L,Paul Lake,2001,225,8/13/01,DAPH,CLAD,Daphnia,305.9862093,1.148010267,14.68179087,NA,0.143798337,4328.819354,30103.40355,0.441971876
L,Paul Lake,2001,225,8/13/01,HOLOP,CLAD,Holopedium gibberum,354.7666195,0.325267533,22.1214935,0.182619161,0.181128487,5018.92099,27709.1752,0.612968339
L,Paul Lake,2001,225,8/13/01,MESOC,CCOP,Mesocyclops edax,26.60749646,1.15852,9.748035124,NA,0.169252581,376.4190743,2224.007878,0.021679707
L,Paul Lake,2001,225,8/13/01,NAUP,OCOP,Nauplii,4452.321075,0.158891133,0.844931261,0.143877833,0.184969965,62987.45843,340528.0329,0.28772278
R,Peter Lake,2001,226,8/14/01,CYCLO,OCOP,Cyclopoid,2544.697303,0.670641207,3.146310856,NA,0.247252533,36000.10261,145600.5414,0.458104564
R,Peter Lake,2001,226,8/14/01,DAPH,CLAD,Daphnia,731.3031968,0.86482252,5.81301506,NA,0.177230056,10345.82388,58375.10916,0.339335389
R,Peter Lake,2001,226,8/14/01,NAUP,OCOP,Nauplii,1979.86963,0.1613915,0.847628268,0.126514541,0.143749886,28009.42563,194848.3331,0.165158955
L,Paul Lake,2001,232,8/20/01,CALA,OCOP,Calanoid,363.1994261,0.6967462,1.568315703,NA,0.119340016,5138.220799,43055.30502,0.067524311
L,Paul Lake,2001,232,8/20/01,CYCLO,OCOP,Cyclopoid,800.7890961,0.48942775,1.365836043,NA,0.221882998,11328.84827,51057.75739,0.069736525
L,Paul Lake,2001,232,8/20/01,DAPH,CLAD,Daphnia,210.0430416,0.867101429,5.314966518,NA,0.143798337,2971.501185,20664.36412,0.109830403
L,Paul Lake,2001,232,8/20/01,HOLOP,CLAD,Holopedium gibberum,118.1492109,0.289137563,14.5802393,0.182619161,0.181128487,1671.469417,9228.086874,0.134547715
L,Paul Lake,2001,232,8/20/01,MESOC,CCOP,Mesocyclops edax,65.6384505,1.000160778,7.266537657,NA,0.169252581,928.5941204,5486.439929,0.039867422
L,Paul Lake,2001,232,8/20/01,NAUP,OCOP,Nauplii,4568.436155,0.174009133,0.880799342,0.143877833,0.184969965,64630.15078,349408.8928,0.307759123
R,Peter Lake,2001,233,8/21/01,BOSM,CLAD,Bosmina longirostris,47.51241722,0.24546875,0.46335213,0.092060999,0.173873146,672.1632052,3865.825291,0.001791238
R,Peter Lake,2001,233,8/21/01,CALA,OCOP,Calanoid,4.751241722,0.971,3.242974064,NA,0.168478539,67.21632052,398.9607268,0.001293819
R,Peter Lake,2001,233,8/21/01,CYCLO,OCOP,Cyclopoid,2584.675497,0.775958929,4.605919448,NA,0.247252533,36565.67836,147887.9831,0.681160137
R,Peter Lake,2001,233,8/21/01,DAPH,CLAD,Daphnia,522.6365894,0.84905037,6.036195265,NA,0.177230056,7393.795257,41718.63065,0.251821801
R,Peter Lake,2001,233,8/21/01,NAUP,OCOP,Nauplii,3226.093129,0.139367692,0.79090039,0.126514541,0.143749886,45639.88163,317495.081,0.251106983
L,Paul Lake,2001,239,8/27/01,CALA,OCOP,Calanoid,349.5117438,0.703322071,1.596540565,NA,0.119340016,4944.579706,41432.70516,0.066148995
L,Paul Lake,2001,239,8/27/01,CYCLO,OCOP,Cyclopoid,827.3252669,0.456228267,1.341524961,NA,0.221882998,11704.25829,52749.68523,0.070765019
L,Paul Lake,2001,239,8/27/01,DAPH,CLAD,Daphnia,318.5423488,1.474742188,25.90284275,NA,0.143798337,4506.45239,31338.69626,0.811761321
L,Paul Lake,2001,239,8/27/01,HOLOP,CLAD,Holopedium gibberum,252.1793594,0.2813594,17.80617838,0.182619161,0.181128487,3567.608142,19696.56013,0.350720463
L,Paul Lake,2001,239,8/27/01,MESOC,CCOP,Mesocyclops edax,92.90818505,0.925111125,4.313527239,NA,0.169252581,1314.381947,7765.801483,0.033497996
L,Paul Lake,2001,239,8/27/01,NAUP,OCOP,Nauplii,3751.720996,0.17295122,0.874804891,0.143877833,0.184969965,53075.99482,286943.8545,0.251019887
R,Peter Lake,2001,240,8/28/01,BOSM,CLAD,Bosmina longirostris,258.2185971,0.215683,0.322517124,0.092060999,0.173873146,3653.045877,21009.83367,0.006776031
R,Peter Lake,2001,240,8/28/01,CYCLO,OCOP,Cyclopoid,2403.41925,0.74036,4.245125716,NA,0.247252533,34001.42701,137517.0019,0.583776961
R,Peter Lake,2001,240,8/28/01,DAPH,CLAD,Daphnia,1003.079935,0.81368,4.653293994,NA,0.177230056,14190.67822,80069.25301,0.372585774
R,Peter Lake,2001,240,8/28/01,NAUP,OCOP,Nauplii,2860.267537,0.14561148,0.808296408,0.126514541,0.143749886,40464.50818,281492.4545,0.22752934
R,Peter Lake,2002,148,5/28/02,FCHYD,CLAD,Alona,4.17,0.24403,0.424846258,NA,0.177230056,58.99343224,332.8635869,0.000141416
R,Peter Lake,2002,148,5/28/02,BOSM,CLAD,Bosmina longirostris,391.98,0.289568857,0.725481352,NA,0.173873146,5545.382631,31893.26678,0.02313797
R,Peter Lake,2002,148,5/28/02,CALA,OCOP,Calanoid,20.85,0.74913,1.848146035,NA,0.168478539,294.9671612,1750.769934,0.003235679
R,Peter Lake,2002,148,5/28/02,CDAP,CLAD,Ceriodaphnia,4.17,0.37122,0.471935815,NA,0.2135,58.99343224,276.3158419,0.000130403
R,Peter Lake,2002,148,5/28/02,CYCLO,OCOP,Cyclopoid,1175.94,0.573422625,2.230776341,NA,0.247252533,16636.14789,67284.03431,0.150095632
R,Peter Lake,2002,148,5/28/02,DAPH,CLAD,Daphnia,8.34,0.55661,1.609284153,NA,0.177230056,117.9868645,665.7271738,0.001071344
R,Peter Lake,2002,148,5/28/02,MESOC,CCOP,Mesocyclops edax,37.53,1.180366667,11.84439195,NA,0.231808059,530.9408902,2290.433267,0.027128789
R,Peter Lake,2002,148,5/28/02,NAUP,OCOP,Nauplii,838.17,0.195401471,0.92242751,NA,0.143749886,11857.67988,82488.27341,0.076089453
T,Tuesday Lake,2002,149,5/29/02,BOSM,CLAD,Bosmina longirostris,31.715,0.268827875,0.590085773,NA,0.082763797,448.6754685,5421.156188,0.003198947
T,Tuesday Lake,2002,149,5/29/02,CYCLO,OCOP,Cyclopoid,265.613125,0.354699167,0.579066789,NA,0.141448413,3757.657048,26565.56537,0.015383237
T,Tuesday Lake,2002,149,5/29/02,MESOC,CCOP,Mesocyclops edax,130.824375,0.581312273,0.696542663,NA,0.182725419,1850.786307,10128.78404,0.00705513
T,Tuesday Lake,2002,149,5/29/02,NAUP,OCOP,Nauplii,416.259375,0.176433525,0.882691603,NA,0.119847113,5888.865524,49136.482,0.04337236
R,Peter Lake,2002,154,6/3/02,BOSM,CLAD,Bosmina longirostris,2439.50625,0.251114375,0.488691204,NA,0.173873146,34511.95363,198489.2689,0.09699996
R,Peter Lake,2002,154,6/3/02,CALA,OCOP,Calanoid,31.4775,0.921065,2.934622902,NA,0.168478539,445.3155308,2643.158781,0.007756674
R,Peter Lake,2002,154,6/3/02,CYCLO,OCOP,Cyclopoid,2628.37125,0.363335125,0.628185041,NA,0.247252533,37183.84682,150388.1332,0.094471576
R,Peter Lake,2002,154,6/3/02,DAPH,CLAD,Daphnia,31.4775,0.462685,0.957347798,NA,0.177230056,445.3155308,2512.641141,0.002405471
R,Peter Lake,2002,154,6/3/02,MESOC,CCOP,Mesocyclops edax,1274.83875,0.753955692,1.880985658,NA,0.231808059,18035.279,77802.6401,0.14634565
R,Peter Lake,2002,154,6/3/02,NAUP,OCOP,Nauplii,4517.02125,0.154190886,0.830278879,NA,0.143749886,63902.77867,444541.4222,0.369093354
T,Tuesday Lake,2002,155,6/4/02,BOSM,CLAD,Bosmina longirostris,148.905,0.242110124,0.458659148,NA,0.082763797,2106.574827,25452.85392,0.011674184
T,Tuesday Lake,2002,155,6/4/02,CYCLO,OCOP,Cyclopoid,686.6175,0.415868112,0.892449295,NA,0.141448413,9713.65059,68672.74378,0.061286942
T,Tuesday Lake,2002,155,6/4/02,MESOC,CCOP,Mesocyclops edax,277.12875,0.699098935,1.363338459,NA,0.182725419,3920.569816,21456.07238,0.029251889
T,Tuesday Lake,2002,155,6/4/02,NAUP,OCOP,Nauplii,529.44,0.161561771,0.846884873,NA,0.119847113,7490.043828,62496.65616,0.052927473
R,Peter Lake,2002,161,6/10/02,BOSM,CLAD,Bosmina longirostris,4631.389,0.246015,0.466171967,NA,0.173873146,65520.75135,376830.7692,0.175667941
R,Peter Lake,2002,161,6/10/02,CALA,OCOP,Calanoid,10.003,0.75852,1.854337839,NA,0.168478539,141.5135018,839.9497192,0.001557551
R,Peter Lake,2002,161,6/10/02,CYCLO,OCOP,Cyclopoid,5871.761,0.4207045,1.016167821,NA,0.247252533,83068.42558,335965.9239,0.341397761
R,Peter Lake,2002,161,6/10/02,DAPH,CLAD,Daphnia,40.012,0.5826725,1.725634022,NA,0.177230056,566.0540074,3193.893966,0.005511492
R,Peter Lake,2002,161,6/10/02,MESOC,CCOP,Mesocyclops edax,390.117,0.784946667,2.342460334,NA,0.231808059,5519.026572,23808.60524,0.055770713
R,Peter Lake,2002,161,6/10/02,NAUP,OCOP,Nauplii,2720.816,0.154296375,0.828824062,NA,0.143749886,38491.6725,267768.3693,0.221932867
T,Tuesday Lake,2002,162,6/11/02,FCHYD,CLAD,Alona,3.134375,0.2036,0.268692422,NA,0.163902147,44.34233553,270.5415177,7.27E-05
